"","Restaurant_Name","id","quote","value_rating","rating","date","review","count","things","Noofcontribution","Noofusefulvotes"
"95","Favela Tour","rn338278906","Eye-Opening Favela Tour with 'Like a Local'",NA,4,NA,"There are some things you should experience and this is one of them. This two-hour trip takes you into heart of the largest favela in Rio de Janeiro. With a free pickup from your accommodation, you head straight there via minivan (usually around 8-10 people)....More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","26","12"
"96","Favela Tour","rn337631557","If you are coming to Rio do yourself a favour and do this tour",NA,5,NA,"We travel all over the world and by far this tour is one of the best things we have done. Our tour guide Everaldo was so interesting, informative, very welcoming and friendly we had a wonderful time.
If you are thinking about a Favela tour...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","5","4"
"97","Favela Tour","rn336081569","The other side of Rio..",NA,3,NA,"Rio is a nice blend of beaches, many tourist attractions, high end expensive neighborhoods and Favelas!!
Favelas are neighborhoods where poor people stay.
Favela Tour is a well guided tour of favelas. Our guide, Luis, was great. Her English was good and she was very...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","45","11"
"98","Favela Tour","rn335839055","Favela Tour - Marcelo Armstrong: AMAZING!!!",NA,5,NA,"I took the Marcelo Armstrong´s Favela Tour on September 3rd in Rio de Janeiro and it was amazing!!!!!! Our tour guide, Ricardo, was GREAT!!!!!!!!; he was impressively knowledgeable and really nice. With Ricardo, we learned a lot about some of the most relevant social and...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","10","15"
"99","Favela Tour","rn334920425","Fantastic Experience!",NA,5,NA,"This was one of the highlights of my 4 day stint in Rio. Easy to communicate with - I called on Tuesday and got a tour immediately Wednesday morning. They pick you up in a air conditioned sprinter van and begin the drive out to...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","7","4"
"100","Favela Tour","rn334597877","Rio is not just about the beaches...",NA,4,NA,"Really enjoyed this tour which was different from anything else we did in Rio. This is a well organised tour following a set programme detailed in many of the reviews below. Pick up was exactly on time and we found the tour to be well...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","207","99"
"101","Favela Tour","rn333767897","Put On Your Rose-Colored Glasses",NA,4,NA,"Favela Tours is the company which originated the idea of favela tourism. They've been at it since 1992 and have the tour down pat. That's not a bad thing. The tour is well-organized, interesting, and exposes tourists to the concept that favela residents may be...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","27","14"
"102","Favela Tour","rn333158598","Interesting",NA,4,NA,"Well worth visiting this favela ( the largest in Rio) or another.
There are schools, clinics, movie theaters, senior centers, artists'
congregations. Since it's located on a hill, the views of Rio are
fantastic. Best to visit with a well versed guide.","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","50","18"
"103","Favela Tour","rn332651209","Walking tiur",NA,4,NA,"The favelas are really interesting, with lots of winding alleys. The people are really friendly. We booked with a local guide & I am sure you would get lost without one. Make sure you use insect repellent and good walking shoes. Lots of stairs.","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","583","133"
"104","Favela Tour","rn332542245","Highlight of Rio",NA,5,NA,"Yes, I know it is the beaches of Rio that everyone is attracted to bu I though our tour of a couple of favelas was the highlight of Rio.
To hear the history of how they developed and then the efforts of the Government to...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","82","24"
"105","Favela Tour","rn330421485","Excellent glimpse into favela life",NA,5,NA,"We'd heard about this tour run by Marcelo Armstrong from an acquaintance. My friend and I were very pleased with the tour their guide Everaldo provided us. Everaldo and the van driver were very courteous and polite the entire time. The van arrived at our...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","30","21"
"106","Favela Tour","rn330029528","Enjoyed",NA,4,NA,"I did enjoy this tour. The guide was very knowledgeable and took us for great views over the city.
A downside for me was there was no time to shop in the local market there, however you can catch a bus & shop at the...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","27","7"
"107","Favela Tour","rn329071833","Favela tour",NA,4,NA,"Would recommend this to anyone. The guide was knowledgeable friendly from the first email I sent they were helpful. They pick you up at your hotel or meeting point of your choice. Nothing was too much trouble great service thanks","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","4","5"
"108","Favela Tour","rn326571698","Great tour and guide",NA,5,NA,"We booked a tour through Zezinho and it was every bit as good as reviews have stated. Our young guide, obi, met us at our hotel and picked up one other couple. We only speak English and the other couple only Spanish, and we were...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","19","18"
"109","Favela Tour","rn324727700","Really interesting visit",NA,5,NA,"I would recommend without a doubt. Really well organised and our guide Luciola was great. As a group we were worried that it may be a little voyeuristic but it was not. A real insight into the favelas.","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","31","24"
"110","Favela Tour","rn323989590","Great Tour and Great Learning Experience",NA,5,NA,"I really, really enjoyed this tour. All arrangements, from booking to hotel pick up / drop off, were easy to make and delivered as promised. The tour guide and driver had a real passion for providing their guests with a great learning experience about the...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","26","9"
"111","Favela Tour","rn323694900","Went to the Favela on our own, so did not take the tour; this is a review of our own walkabout in Rochina Favela",NA,4,NA,"I had been itching to visit a Favela, so after some research, found that the Rocinha Favela was not so bad a place and to boot, and a decent restaurant we could have lunch at, with a great view. So after convincing the wife that...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","381","160"
"112","Favela Tour","rn323641321","Eye-opening and fascinating...a must do",NA,5,NA,"My initial reservations about this being voyeuristic were allayed by the excellent hosting of Luciola, and her obvious pride in the people of the favelas and their fascinating history. Her commentary was honest and informative, her relationships with the locals were genuine and we were...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","68","46"
"113","Favela Tour","rn322182728","Absolutely fantastic tour - informative and experiential. One not to be missed when in Rio",NA,5,NA,"Read about the tour on the internet and were very impressed with the reviews and track record. We were not disappointed. Our guide Alfredo was fantastic. So passionate and engaged; we hung on every word and learned so much about Favela and Brazilian history more...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","33","72"
"114","Favela Tour","rn322180874","Felt a bit like a voyeur",NA,3,NA,"Went on this tour as a solo traveller having read all the positive reviews. Disappointed.
Efficient phone booking system and picked up fairly promptly from my hotel.
I have travelled extensively and touring these slums felt like being a voyeur with the company making money...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","28","10"
"115","Favela Tour","rn322044934","A learning experience",NA,5,NA,"Alberto was the best host ever, he's actually from the favela Rochina and is also an expert on Brazilian and American history. Also he speaks perfect English (which is rare in Rio) so this made understanding the tour and favelas much easier. This a must...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","17","8"
"116","Favela Tour","rn320094344","Educational and eye opening",NA,4,NA,"A guided walking tour gives as great insight into the contrasts of Rio . It showed the efforts being made to make the city environs safer for everyone.","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","51","29"
"117","Favela Tour","rn315927019","Top Notch Favela Tour that helps the local community",NA,5,NA,"This tour was recommended to us by a friend who had stayed at the same hotel in Rio a few weeks earlier and found the flyer in the foyer. Some of our group ( 7 in total – 6 adults and 1 toddler ) took...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","128","32"
"118","Favela Tour","rn315567629","Very interesting favela tour",NA,5,NA,"Very interesting favela tour with Rachel. Very nice views and and we enjoyed learning more about the favelas from a local's point of view. Value for money, got picked up from accommodation promptly, and we felt safe during the tour.","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","30","23"
"119","Favela Tour","rn314122944","Interesting favela tour",NA,5,NA,"Our guide Alfredo was fantastic and gave us a very interesting insight into daily life in Rio's favela. He took us to visit the largest one that is also known abroad called Rocinha and the small favela called Vila Canoa where we also visited a...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","53","18"
"120","Favela Tour","rn313918907","Favela's adventure ",NA,5,NA,"This is one of the most important tours in Rio De Janeiro. The Rocinha is the largest one. The tour must be done with a guide as you will walk for 2 hours in the favela and witness the daily lifestyle of its habitants. Never...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","20","8"
"121","Favela Tour","rn311598315","Fantastic tour with Alfredo! ",NA,5,NA,"Alfredo gives a great insight into what life is like in two of Rio's favelas. It's particularly good to see how the tour is being used to part fund a local school.","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","4","3"
"122","Favela Tour","rn307817002","Great tour of 2 favelas - fantastic guide Alfredo",NA,5,NA,"Spent quite a bit of time deciding whether a tour of a favela was the right thing to do, decided we would give it a go and i'm so glad we did. Our guide Alfredo was fantastic, all the locals in both favelas knew him...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","35","13"
"123","Favela Tour","rn306415419","Great Tour Guide Rachel, Visiting a School was Great!",NA,4,NA,"We went on this tour with the tour guide Rachel. She was really great and gave us so much information about the favelas, the economy of Brazil and knew so much about current events and was able to explain in a way that was easy...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","10","3"
"124","Favela Tour","rn302664285","Worth visiting if you have an AM/PM to spare",NA,4,NA,"This tour was really informative and gives you insight into a different part of Rio. Our guide spoke english well and answered all of our questions. They definitely take you to a few places trying to sell you handicrafts, etc. so just be aware. Price...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","10","5"
"125","Favela Tour","rn300477317","Excellent!!!",NA,5,NA,"Very well organized tour! Leo is a very qualified guide, very nice and professional. Congratulations to the 'Favela Tour' team!","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","121","13"
"126","Favela Tour","rn296463310","Highlight of the trip!",NA,5,NA,"I booked a tour with www.favelatour.com.br. It was a great tour, highly recommended! R$85, no prepayment required. The tour guide came to the hotel to pick me up in a van at 840am. After picking up the rest of the guests, we travelled to a...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","6","2"
"127","Favela Tour","rn292743735","Favela tour",NA,5,NA,"I've just done a tour of Rochino favela, the largest slum in Rio, with Exotic tours. It was amazing. Luiza was our guide and she gave us a very frank overview of the politics, history and demographics of the Favela. We got to walk through...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","9","12"
"128","Favela Tour","rn283721978","Only one Favela-Tour",NA,5,NA,"So one thing is that these guys are super easy to communicate and setup the tour with, another is that they are actually living, breathing and loving Rochina.
These are not some jeep-touring, living-outside, money-groping guys. 40% of your contribution goes to projects in the...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","1","7"
"129","Favela Tour","rn278076652","Short but nice",NA,4,NA,"Interesting, the best part was the guide and her (Rachel) information. I recommend this visit (I thought it will be dangerous so I left home all money but I wish I had some for buying nice paint).","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","5","8"
"130","Favela Tour","rn277891025","Interesting",NA,3,NA,"It was an enriching experience, our guide Rachel was okay. She was pleasant but did not bring anything interesting to the tour, in other words, the tour was mediocre. Nonetheless, seeing the favelas up close and personal was great. You get a real first hand...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","20","8"
"131","Favela Tour","rn277309528","Good to see",NA,4,NA,"The size of favelas is breath taking. It's good to see it and buy few souvenirs to help locals. Go only with a guide as these places are dangerous.","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","36","15"
"132","Favela Tour","rn277216804","Excellent tour",NA,5,NA,"This is a really well run tour with knowledgeable guides. The stories they tell are interesting and the places you visit are too. The school they help to fund is really nice and the view from the top of Rochina favela is stunning. Well worth...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","109","48"
"133","Favela Tour","rn275109963","Favela not forest",NA,5,NA,"Cannot rate the tour higher. Booked through the hotel reception at 150 rias each. The guide was known in the favela so no problems. Not obliged to buy anything and entered a private house. The forest trip seemed an add on and through negotiation with...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","204","97"
"134","Favela Tour","rn273875643","A must in Rio ",NA,5,NA,"For me i think this tour is a must when you are in rio. One of the things that is so individual about this city and good to get some more cultural understanding of the Favelas which would not be possible without a guide. Highly...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","7","4"
"135","Favela Tour","rn272799687","Good safe introduction",NA,4,NA,"Prompt, friendly, knowlageble guide Rachel took us to Rochina and another small one. When people write that you mostly visit outdoor shops and complain about it, they dont understand that this is the very reason that they can visit the area safely. There is no...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","23","6"
"136","Favela Tour","rn272133949","Other side of Rio",NA,4,NA,"Did a tour with a local guide. He told us everything about Rocinha and showed us all the different sides (main street, back alleys etc). It's a very interesting tour. Never felt unsafe!","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","56","8"
"137","Favela Tour","rn270874611","Shows a different side to life",NA,5,NA,"Enjoyed the tour with a knowledgeable tour guide who knew his history and the people so you felt at ease with being there not a tour to do alone.
Visited the free school for Favela children well worthwhile and a brilliant idea as it gives...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","229","56"
"138","Favela Tour","rn267744564","Highly recommended",NA,4,NA,"I loved the tour, however I felt like it could have been better with Marcelo. I am very into the topic and am going to write my thesis about drugs and gangs in Brazil/Latin America, so I was expecting the tour to be more informative...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","8","4"
"139","Favela Tour","rn264516042","Different Side of Rio",NA,5,NA,"We enjoyed this tour. We drove to two Favelas. Clearly,our driver and guide knew the people and we felt totally comfortable. They are more interesting and different than they appear from the distance. In one, we went right down into the alleys on a walking...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","104","53"
"140","Favela Tour","rn263795725","Marcelo Armstrong tour",NA,3,NA,"We took Marcelo Amstrong's favela tour. The information was interesting and we got a glimpse of the favela and the lifestyle of its inhabitants. We were disappointed that we were not picked up at our hotel as some participants were. We had to meet at...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","38","17"
"141","Favela Tour","rn263720691","Great tour",NA,5,NA,"We went on a tour to visit 2 favelas in Rio. This was such an experience. We booked it on the day by calling the number on the www.favelatour.com website. I think we paid about 65R each. The tour guide came to collect us for...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","38","24"
"142","Favela Tour","rn262180258","Genuine company offering excellent&interesting favela tour",NA,5,NA,"Saw great reviews online for this favela tour so decided to give it a go. The reviews are definitely true- it was a brilliant tour and these guys are a great company. We went to Rocina favela which is the biggest in South America, 75,000...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","1318","1316"
"143","Favela Tour","rn261589893","Worth Doing",NA,5,NA,"Great opportunity to see how people go about their daily lives in the Favela.We climbed up to the top and were amazed at the fantastic views from here. A community with all to serve these people who dwell here.","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","134","58"
"144","Favela Tour","rn261483867","Favela Feelings tour not worth the money",NA,2,NA,"I took the ""Favela Feelings"" tour for R80 which is promoted by El Misti hostel. The guide was young, inexperienced and no longer lived in Rocinha. First stop was a very touristy handicraft market. After awkwardly showing little interest in buying more friendship bracelets, we...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","9","22"
"145","Favela Tour","rn261173711","Favela Tour interesting but skimpy",NA,3,NA,"We took Marcelo Amstrong's favela tour. The information was interesting and we got a glimpse of the favela and the lifestyle of its inhabitants. We were picked up at 9 a.m. and returned to our hotel by 11:30. After packing the cramped van with 10...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","29","40"
"146","Favela Tour","rn257185345","So lively!",NA,5,NA,"One of the two favela tours we signed up for (Santa Marta was the other) and can't say that there was one I liked more. Both were equally unique. Although I'd have to say that Rocinha was much livelier - also due to the fact...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","140","56"
"147","Favela Tour","rn255388690","Absolutely recommended!",NA,5,NA,"Favela tour by Armstrong is an excellent way to know this unique part of Rio. In particular our guide Ricardo was really prepared and helpful and he was able to speak a perfect english (that is not obvious around here!) We toured for about 2...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","3","5"
"148","Favela Tour","rn253803283","Save some room for street food",NA,5,NA,"I have one regret – I ate a large lunch prior to our 2:00 p.m. tour and unfortunately didn’t have room for any food on the tour. There were lots of opportunities for great-looking street food and at various stops. Bring some money in small...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","156","136"
"149","Favela Tour","rn253112201","Favela tour",NA,5,NA,"We booked this tour at the hotel desk and it was excellent. Our guide Alfredo was very knowledgeable and passionate about the favelas and the lives of the people who live there. The tour was respectful and informative and visited two different favelas. There were...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","104","63"
"150","Favela Tour","rn252756205","You have to go!",NA,5,NA,"We went to the favela tour with Dumboree as a guide and then we met Zezinho at the favela. They were super friendly, speak perfect english and explain all about living in Rocinha and also the projects they organize to help young people who leave...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","1","1"
"151","Favela Tour","rn251226566","Do not join Viator in Brazil",NA,2,NA,"And hour late to pick us up at the hotel. No apology was given. We called the hotline and luckily there was somebody coming but only showed up an hour later. Even the hotel staff blamed the tour guide when he reached the hotel. We...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","234","78"
"152","Favela Tour","rn249921078","Eye opening tour",NA,4,NA,"We booked the tour via out hostel. We were picked up and taken to the foot of the favela. Once there we were given a briefing from a guide (about who not to look at etc) and then we hopped on the back of a...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","150","133"
"153","Favela Tour","rn246091243","Eye opening",NA,3,NA,"Not sure what to expect with this tour. Felt quite safe, with guide. Fluent English spoken. At the end of the tour we spend about 20 min. with the co founder of the .org association we paid for the tour through. Did not feel this...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","128","61"
"154","Favela Tour","rn244870584","You can not imagine such filthiness and poverty.",NA,4,NA,"People laughed at us why paying the tour 80 reals to see poverty of people in the slum ( favela ) area. This is a must tour to be only taken by the guide. İt is dangerous place and one can confuse the roads very...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","192","61"
"155","Favela Tour","rn244646488","breathtaking experience",NA,5,NA,"We organized this online with www.favelatour.com.br . They had two tours every day (9:00 and 14:00) The tour costs R$75 per person and part of the funds go to helping a local school, which you get to visit (para ti). Tour was around 3 hours...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","87","30"
"156","Favela Tour","rn241023547","favelatour.org - genuine community tourism",NA,5,NA,"there are several organizations offering favela tours online--some of Riocinha and others in Santa Marta. I'm well traveled, have live next to a slum in India and am pretty keen at identifying scams and for-profit motives/companies.
I felt favelatour.org genuinely cared about the community. The...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","102","167"
"157","Favela Tour","rn239372367","Safe and Fascinating Experience - a must in Rio!!",NA,5,NA,"We attended this incredible tour in Nov 2014 and it is an absolute must!! IT IS TOTALLY SAFE! And so interesting - last a couple of hours, and they take you to Rocinha (the biggest favela in South America) and a smaller community, as well...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","19","14"
"158","Favela Tour","rn238722979","Nice tour to the forbidden city",NA,5,NA,"I was an eyeopening tour to visit the to favelas on the guided tour.
The tour took us to 2 favelas. A big and small one. The tour in the big was nice, because it gave a picture of what it is, even though most...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","14","8"
"159","Favela Tour","rn236330976","A little insight into where 20% of Rio lives..",NA,4,NA,"We organised this online with www.favelatour.com.br . Very well organised and were picked up at one of the main hotels in Rio. Engish speaking guide and with driver in 12 seater van to Rocinda and one of the smaller favelas nearby. Was not as run...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","91","72"
"160","Favela Tour","rn235773820","the ultimate Rio experience",NA,5,NA,"I know many people who visit Rio want to stay away from favelas as they don't want to see the poverty and miserable people. I, on the other hand, believe that it's worth going there to have the full image of life in the city,...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","9","8"
"161","Favela Tour","rn235382074","A must do! (And it's safe!)",NA,5,NA,"Our guide (don't remember her name) was informing us about some very interesting facts about how the favelas started and why they live there during the whole car ride to the first favela. It was a small one and we walked through it. Some doors...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","10","9"
"162","Favela Tour","rn234781137","Excellent tour in favela Rocinha!",NA,4,NA,"As we were staying in Copacabana and had already seen many of the touristic highlights of the city, we also wanted to visit a favela, and see this other side of the city. A little hesitant because of all te bad things you hear in...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","22","17"
"163","Favela Tour","rn232966613","Incredible experience with our guide, Paulo Amendoim",NA,5,NA,"We toured Rocinha, the largest favela in Rio, with tour guide Paulo Amendoim. He is the former president of the resident's association there and he seemed to know everyone in town. I can't count how many people came up to him to say hello or...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","3","10"
"164","Favela Tour","rn232111471","Insightful, enlightening and joyful",NA,5,NA,"A few logistical points:
* book directly by calling them (english spoken perfectly by the people manning the phone) and you will save 15 RS per person
* there is overall fairly little walking involved - do not worry about that
* you will be...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","155","140"
"165","Favela Tour","rn229858061","Genuine insight to life in a Favela",NA,5,NA,"We booked our tour of Rosina's before leaving home to get some insight to how life in a Favela really is. Our guide Zezinho collected us from our hotel and we caught the public bus to take us to the start of the tour.
This...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","38","19"
"166","Favela Tour","rn228706995","Really great experience!",NA,5,NA,"This tour will give you a really good insight to the Rocinha favela which is one of the largest favela's around. Our tour guide, Zezinho was born in the favela's but has also lived in the states and his English was perfect so that really...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","38","28"
"167","Favela Tour","rn224815057","Had a good time",NA,4,NA,"I went on this tour with my 14 year old son, and both of us found the experience very interesting. Our guide was very knowledgable, he had lived in New York for about 5 years so he spoke English very well (This was extremely helpful;...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","34","13"
"168","Favela Tour","rn220753554","Favelatour.org--great way to experience Rocinha--eu amo Rocinha!",NA,4,NA,"This walking tour of Rocinha is the only way to go. Partner and guide Zezinho is so passionate about his community. He distribute bracelets that say ""eu amo Rocinha"", ""I love Rocinha"" to let the community demonstrate their love and pride.
Our group was only...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","86","34"
"169","Favela Tour","rn220650730","Amazing experience - Felt safe",NA,5,NA,"Went on a Favela tour and can honestly say was such an amazing experience. Went with my Mum and we both felt very safe walking about on the tour.
We did not get pressured into buying any souvenirs like others have commented. Seen some very...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","545","287"
"170","Favela Tour","rn219922335","storm in rio",NA,1,NA,"our tour was supposed to leave from hotel copacabana at 2 pm.my wife and i went to lunch to a lebanese near by.unfortunetly,it started to pour really hard and when we arrived at the pick up place ,we were soaked to the bone.we told the...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","1","9"
"171","Favela Tour","rn218527410","Basically an expensive van ride",NA,2,NA,"I will start this review by acknowledging that part of my expectations were not met because the concierge told me this was a mainly a walking tour. I desired a walking tour We walked maybe 10 blocks the entire tour. This is not the fault...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","5","47"
"172","Favela Tour","rn216933271","Insightful, wonderful and very interesting!",NA,5,NA,"I did this tour with favelatour.com.br it was an absolutely wonderful way to spend an afternoon. The price is very reasonable at 95BR per person and part of the funds go to helping a local school, which you get to visit. Our tour guide was...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","248","114"
"173","Favela Tour","rn216276553","crook tour operator",NA,1,NA,"12 people went on this favela tour which was supposed to go for 2.5 hrs.First to a small favela then to a much larger one of about 300 thousand inhabitants.
All went well with our guide Simone for the small favela which lasted no more...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","3","19"
"174","Favela Tour","rn215624134","Review",NA,4,NA,"I really enjoyed this tour. I never felt that this was an ""animal in the zoo"" experience. We got out, walked around, purchased items, toured a school... Most importantly there was an emphasis on the politics and history of the favelas.
The favelas you go...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","25","12"
"175","Favela Tour","rn215422782","Great eye opener to get away from copa and ipanema",NA,4,NA,"I found this tour very refreshing. Travelling through Brazil during the world cup, it was hard to get a sense of what real life is like. However, our guide (Simoney (sp?)) was great in explaining different things to us. Her english was good and open...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","43","23"
"176","Favela Tour","rn214755213","Rocinha Favela tour",NA,5,NA,"favelatour.org - guides name was Dembore
THIS WAS AWESOME. Dembore lived in Rochina and you could tell straight away he was heavily involved in his favela community talking to many many locals we ran into.
The tour changed our views of what life in a...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","12","3"
"177","Favela Tour","rn214130664","Not worth it.",NA,1,NA,"Tour takes to the most prosperous Favela and this is not reality of poor. Be prepared for long walk down steep incline. Interesting for about 10 minutes. You can see Favelas from the beaches in Rio and that is close enough, because the government approved...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","69","46"
"178","Favela Tour","rn213959058","Thanks Zezinho",NA,5,NA,"Today we did the favela tour of Rocinha with Zezinho. It was everything he advertised. He met us (group of 10) at the time and place nominated and we headed off via the bus. The bus took us to the top of the favela and...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","54","20"
"179","Favela Tour","rn211862358","www.favelatour.org",NA,5,NA,"There are several different ways of visiting the Favelas. Personally I find jeep tours quite repulsive. Disturbing residents and penetrating to their living space for some quick photo opps as you were in a zoo….this is not the way how good-hearted and responsible people should...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","233","128"
"180","Favela Tour","rn211734512","Felt contrived and uninteresting",NA,2,NA,"We chose the Favela tour over the sugar loaf as we wanted an authentic experience, so I suppose that was our first mistake. We wait for almost 30 mins for the tour bus to pick us up and when it did they acted as though...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","25","17"
"181","Favela Tour","rn211199294","Rio highlight",NA,5,NA,"Best thing we did in Rio! Would definitely recommend anyone to do this! Marcelo was very informative","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","5","6"
"182","Favela Tour","rn209607654","Marcelo Armstrong Favela Tour",NA,4,NA,"We booked our tour a few days before and managed to get a tour with Marcelo himself. He was very informative with great info about the problems everywhere in Brazil. It was very safe and interesting and gave us a good insight to life in...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","8","18"
"183","Favela Tour","rn209328583","favelatour.com.br",NA,3,NA,"We were disappointed with our guided tour of the favelas to our dismay. Our female guide spoke too quietly and monotonously. We felt she didn't really care and sugar coated or dismissed the true story when asked. We also did not receive a hotel pick...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","2","2"
"184","Favela Tour","rn207721738","See past the tourist face of Rio",NA,5,NA,"Don't get me wrong, Rio is an amazing destination for the typical tourist, beautiful landscape, amazing beaches, great nightlife etc. But this is a MUST do for anyone who wants to experience the reality of life for the majority of modern day Cariocas, its not...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","14","11"
"185","Favela Tour","rn205906520","Marcelo Armstrong's Favela Tour",NA,5,NA,"We used Marcelo Armstrong's Favela tour for a guided tour of the Rocinha and Vila Canoas favelas. It was a real eye opener to see how these communities live and how misguided many of our media reports are in the UK. Guide could have been...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","266","100"
"186","Favela Tour","rn205749570","And the Government built A SOCCER STADIUM!!!",NA,5,NA,"I don't know who conducted our tour but it was arranged through our hotel. Overall, the tour itself is definitely an eye opener!
Call the favelas what you want, but I call it a slum! I think the government of Rio and Brazil should be...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","94","88"
"187","Favela Tour","rn204993066","A must do in Rio!",NA,4,NA,"We were initially unsure of doing the favela tour but decided to book in on our last day in Rio. Contacted Favela Adventures and they were able to fit us in at very short notice. Our guide Dembore, was fantastic. He is proud to call...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","4","7"
